OLS_lD,OLS_α,GLS_lD,GLS_α
-3.6109185151468637,-0.06315220091729401,-3.578065221822607,-0.020265795635271616
-4.056913785830998,0.13604025773302553,-3.960413500506172,0.22031254735686856
-2.3130253348628598,0.4919841756587484,-2.237962030033542,0.6129857075735653
-3.4404692573588633,-0.015463801235554797,-3.4322924646519724,0.008003603251787764
-3.4518832381311437,-0.010475854956975894,-3.4479004855176756,-0.00461352961700609
-3.732483535904736,0.0488726007178073,-3.7166847952929447,0.06898852678446023
-3.1968131821924572,0.6635061482359994,-3.2439280402093966,0.5655967003191605
-3.270705568953284,0.11388060584109994,-3.2892416487766813,0.09637917716174903
-2.689816018465393,0.25451800898825283,-2.7378376359630523,0.22131199006898028
-3.3967058389151763,0.010279685651727988,-3.3838988791257436,0.036392783540618166
-3.4408857561432065,0.07716656578469028,-3.4835223672946425,0.03412351903748897
-2.7938389710479825,0.24165378944002214,-2.7578705175528313,0.2906815797667564
-2.1756512134232473,0.726695498278394,-2.1187634675136797,0.7942516746793726
-3.4490733008987693,-0.032031355976542386,-3.442445492800996,0.004639296977854004
-3.482790222604212,0.0322520104288202,-3.469371371448597,0.05452652181419418
-3.7928998515777863,0.28747817688433486,-3.6970842310402436,0.3713911337216914
-2.0885862240282522,0.5936802654280058,-2.1417472647828903,0.5225785733745314
-2.316422950965702,0.5476478840042027,-2.2090955660895935,0.6547701084524116
-3.5326126633860806,0.05930910735996875,-3.5137630349624387,0.0738653310020693
-3.401489445218976,0.09723750960711541,-3.4225253316541675,0.08304492108954309
-3.363375266789207,0.05449507921681729,-3.358365348268716,0.06498377486196315
-3.3922500278402783,0.002396094803803095,-3.3821465595499007,0.01163741922266907
-2.373737100289394,0.401523468073929,-2.403343662005843,0.3696845729356192
-3.355290651577665,0.014887048740146014,-3.3327298244924495,0.04220464551546211
-3.3030172698213,0.029098519821449287,-3.2991734202413965,0.0354353658935304
-2.491356927906022,0.3491681304076444,-2.4853899394720407,0.3510002469048307
-3.246170212323312,-0.06354020766950796,-3.188303213012812,-0.005684064975704424
-1.9054808706392405,0.764026563815694,-1.7753973536192422,0.9059818712333251
-3.223030584596094,0.034406362739066054,-3.190464929554678,0.06427151325590919
-3.6465076391892683,0.0412015378934214,-3.663886932693583,0.030288319282259477
-3.9894953632594525,0.00827630369457566,-3.9350172593706483,0.060121900990742126
-3.1104898783779262,0.05680522521237208,-3.140495499558351,0.03838102668624036
-2.0813954558275993,0.8019600159632532,-2.0028087073336316,0.8806074358001541
-3.653117836212054,0.14936993152454647,-3.4756260522433426,0.3182773370159853
-3.958040198736809,0.2384469615294762,-3.9604773792464845,0.22966308283203213
-3.0666634741942946,0.07850937844596473,-3.1151988363065404,0.03759758087173606
-2.2399309717355393,0.8244267391197173,-2.22083136870094,0.8213660063298484
-3.8058967087657525,0.08606211054602397,-3.7707710302491324,0.1228821163528444
-1.6006385959208878,0.8919918230391382,-1.5892734498649723,0.9548020266968088
-1.399435790854386,1.0614726484760997,-1.2081381045919977,1.2808221550045829
-2.170397039660953,0.779701829475151,-2.214925454135686,0.7445616754349254
-3.2364404870768784,0.23729092025984144,-3.292069056935509,0.1851731886500238
-2.9294851326717293,0.05077549660314773,-2.957041693119332,0.01133936472058187
-1.7374680818253507,0.8483015678439596,-1.7275613106081225,0.8414773736226439
-4.114274099599285,0.07928942910738357,-4.07762542042955,0.10494141313135763
